run_id,beam_size,img,label_true,context_true,label_generated
20220322_101059,5,144.jpg,Still image from the film Read Window featuring Stewart and Kelly,James Stewart and Grace Kelly in Rear Window (1954),"A woman with long brown hair , wearing a long white dress , is standing on a large stage ."
20220322_101059,5,145.jpg,Still image from the film Vertigo,Kim Novak by the Golden Gate Bridge in Vertigo (1958)[g],Map of the bay from the air
20220322_101059,5,146.jpg,Mosaic image from the film Psycho at Leytonstone tube station,Psycho mosaic in the Hitchcock Gallery at Leytonstone tube station,A map of the United States showing the distribution of Michigan .
20220322_101059,5,149.jpg,Image of Hitchcock seated during the filming of Family Plot,"Hitchcock at work on Family Plot, San Francisco, summer 1975",A black and white photo of a man sitting at a desk .
20220322_101059,5,150.jpg,Still from The Lady Vanishes depicting Hitchcock,Hitchcock's cameo appearance in The Lady Vanishes (1938),"A black and white image of four men standing at a desk , in front of a desk and charts ."
20220322_101059,5,151.jpg,Image of Hitchcock pictured under Mount Rushmore during the filming of North by Northwest,Hitchcock at Mount Rushmore filming North by Northwest (1959),A photograph of a man and woman standing in a garden
20220322_101059,5,185.jpg,A greyscale photo of the upper body of a man,"Emilio Segr, one of the discoverers of the main-group element astatine",A photograph of Harold Wilson
20220322_101059,5,186.jpg,"a sequence of differently colored balls, each containing a two-letter symbol and some numbers","Neptunium series, showing the decay products, including astatine-217, formed from neptunium-237",A diagram showing the various stages of the same system .
20220322_101059,5,193.jpg,"Ada Byron, portrait at age four","Ada Byron, aged four",A man with dark hair wearing a white shirt
20220322_101059,5,194.jpg,"Ada Byron, portrait at age 7","Ada Byron, aged seven, by Alfred d'Orsay, 1822, Somerville College, Oxford.",Photo of Rene Zellweger
20220322_101059,5,195.jpg,"Ada Byron, portrait drawn at age 17","Ada Byron, aged seventeen, 1832",A black-and-white portrait of a young woman
20220322_101059,5,196.jpg,"Ada King, Countess of Lovelace. Watercolour portrait circa 1840","Watercolour portrait of Ada King, Countess of Lovelace, circa 1840, possibly by Alfred Edward Chalon",A color photograph of a woman wearing a mask and a red mask
20220322_101059,5,197.jpg,"Ada Lovelace, painted portrait circa 1852","Painting of Lovelace seated at a piano, by Henry Phillips (1852). Although in great pain at the time, she agreed to sit for the painting as her father, Lord Byron, had been painted by Phillips' father, Thomas Phillips.",A man looking at the camera with his hands in his pockets
20220322_101059,5,198.jpg,"Ada Lovelace, painted portrait circa 1836",Portrait of Ada by British painter Margaret Sarah Carpenter (1836),Photo of young woman in 16th-century costume
20220322_101059,5,199.jpg,Diagram for the computation by the Engine of the Numbers of Bernoulli,"Lovelace's diagram from ""note G"", the first published computer algorithm","A page with a pre-printed table . It has handwritten entries showing amounts of deposits and withdrawals , and the balance . Each entry has a post office date stamp ."
20220322_101059,5,200.jpg,Illustration of Ada Lovelace's portrait in a gold frame,"An illustration inspired by the A. E. Chalon portrait created for the Ada Initiative, which supported open technology and women",A coat of arms showing a bald man wearing a crown .
20220322_101059,5,201.jpg,"Plaque to Ada Lovelace that reads ""English Heritage, Ada Countess of Lovelace, 18151852, Pioneer of Computing lived here""","Blue plaque to Ada Lovelace in St. James's Square, London",A plaque with the words `` Alan Turing 19121954 CODE BREAKER lived here from 1945 1947
20220322_101059,5,245.jpg,"signing man sitting in the foreground, with a speaker standing at a podium in the background",A sign language interpreter at a presentation,"A man , wearing a black shirt and cap , looks to the left ."
20220322_101059,5,247.jpg,text written in Stokoe notation,"The ASL phrase ""American Sign Language"", written in Stokoe notation",A close-up drawing of the outer circle .
20220322_101059,5,248.jpg,text written in Sutton SignWriting,"The ASL phrase ""American Sign Language"", written in Sutton SignWriting",Map of the emblem of the temple
20220322_101059,5,249.jpg,ASL sign for the number 2,Phonemic handshape /2/[+ closed thumb]:12,"A man wearing a red shirt and cap , holding his hands in his hand ."
20220322_101059,5,250.jpg,two men and a woman signing,Two men and a woman signing,A man wearing a black shirt and black shorts while singing into a microphone .
20220322_101059,5,251.jpg,"chart of letters in the American manual alphabet, with Latin script equivalents",The American manual alphabet and numbers.,A page from a medieval manuscript
20220322_101059,5,380.jpg,Arabic numerals set in Source Sans, Arabic numerals set in Source Sans,A diagram of the development of digital repository standards
20220322_101059,5,381.jpg,Shaded relief map of the Juan Fernndez Islands with blue ocean he died on the island background,"Map of the Juan Fernndez Islands, where Selkirk lived as a castaway",A map showing the extent of the Roman army
20220322_101059,5,382.jpg,Engraving of Selkirk sitting in the doorway of a hut reading a Bible,Selkirk reading his Bible in one of two huts he built on a mountainside,A black and white illustration of a mediaeval stone effigy
20220322_101059,5,383.jpg,"Selkirk, seated in a ship's boat, being taken aboard Duke.","The rescued Selkirk, seated at right, being taken aboard Duke.","A large ship sits in a calm sea , surrounded by numerous buildings ."
20220322_101059,5,384.jpg,"Engraving of Robinson Crusoe standing on the shore of an island, dressed in hair-covered goatskin clothing",An illustration of Crusoe in goatskin clothing shows the influence of Selkirk,"A man with a sword in his hand , looking to the left"
20220322_101059,5,385.jpg,Bronze plaque in memory of Selkirk affixed to a building,"Plaque for Selkirk in Lower Largo, Scotland, which reads: ""In memory of Alexander Selkirk, mariner, the original of Robinson Crusoe who lived on the island of Juan Fernndez in complete solitude for four years and four months. He died 1723 [sic], lieutenant of HMS Weymouth, aged 47 years [sic]. This statue is erected by David Gillies, net manufacturer, on the site of the cottage in which Selkirk was born.""",A photograph of the marker
20220322_101059,5,386.jpg,A chemical formula,Interactive animation of the structure of ATP,A ball-and-stick chemical model of an anatase crystal
20220322_101059,5,397.jpg,1813 sketch of Fort Astoria,Gabriel Franchre's 1813 sketch of Fort Astoria.,A black and white sketch of a large number of sailing ships on a choppy sea . A small boat is visible in the distance .
20220322_101059,5,398.jpg,An Astoria Salmon cannery., An Astoria Salmon cannery.,A photo of the tomb of Pope Leo .
20220322_101059,5,399.jpg,Port of Astoria,The Port of Astoria (2009).,A large concrete structure on the shore
20220322_101059,5,400.jpg,AstoriaMegler Bridge,The AstoriaMegler Bridge.,A bridge with a river in front of it .
20220322_101059,5,401.jpg,Astoria Column,The Astoria Column.,A tall stone tower with a round top .
20220322_101059,5,402.jpg,Astoria aerial from Youngs Bay,An aerial view of the city,A large river flows through a forest
20220322_101059,5,403.jpg,old Clatsop County Jail,"The old Clatsop County Jail, used in the first scene of the film The Goonies. The site is now home to the Oregon Film Museum.",A white building with large windows and shrubbery in front
20220322_101059,5,500.jpg,"Ptolemy's Tetrabiblos, the Hellenistic text that founded Western astrology","1484 copy of first page of Ptolemy's Tetrabiblos, translated into Latin by Plato of Tivoli",A page from a book
20220322_101059,5,501.jpg,Image of a Latin astrological text,"Latin translation of Ab Mashar's De Magnis Coniunctionibus ('Of the great conjunctions'), Venice, 1515",A photograph of the front page of the book
20220322_101059,5,550.jpg,AGM-65 M-48 pre impact.jpg,An AGM-65 test-fired against an M48 tank (1978),A tracked military vehicle backing onto a grass field
20220322_101059,5,582.jpg,Thracian golden wreath exhibited in the National Historical Museum,Odrysian golden wreath in the National History Museum,A trophy in the shape of a cross hanging from a crimson red ribbon .
20220322_101059,5,583.jpg,Krum feasts with nobles,Krum feasts with nobles of his court following the victory over Nicephorus I,A medieval manuscript
20220322_101059,5,584.jpg,A view of the walls of Tsarevets fortress in Tarnovo,"The walls of Tsarevets fortress in Veliko Tarnovo, the capital of the second empire",A photograph of a medieval castle on top of a hill . A river runs below it .
20220322_101059,5,585.jpg,"The Defence of the Eagle's Nest, painting by Alexey Popov from 1893, depicting the Defence of Shipka Pass",The Russo-Bulgarian defence of Shipka Pass in 1877,Map of the Battle of Agincourt
20220322_101059,5,586.jpg,Map of Bulgaria according to the Treaty of San Stefano,Borders of Bulgaria according to the preliminary Treaty of San Stefano,A map of the Bulgarian Empire in the late ninth century
20220322_101059,5,587.jpg,A portrait of Tsar Boris III,Tsar Boris III,A man in a military uniform
20220322_101059,5,588.jpg,Topographic map of Bulgaria,Topography of Bulgaria,A topographic map of Bulgaria
20220322_101059,5,589.jpg,"A Lacerta viridis, or European green lizard, on a tree stump in the Ropotamo reserve","Lacerta viridis in Ropotamo, one of Bulgaria's 16 biosphere reserves",Photo of a large black cockatoo in a tree
20220322_101059,5,590.jpg,The National Assembly building in Sofia,"Independence Square in Sofia: The headquarters of the Presidency (right), the National Assembly (centre) and the Council of Ministers (left).",A large stone building with a woven roof
20220322_101059,5,591.jpg,Portrait of president Rumen Radev,Rumen RadevPresident,A portrait of a man in a suit
20220322_101059,5,592.jpg,Bulgarian MiG-29 fighters in flight,Mikoyan MiG-29 jet fighters of the Bulgarian Air Force,A B-1A flying with its wings swept forward in flight
20220322_101059,5,594.jpg,Economic complexity chart showing the various kinds of Bulgarian exports,Tree-map of Bulgarian exports in 2016,A screenshot from the Number of an association football game
20220322_101059,5,595.jpg,A SpaceX Falcon 9 rocket launching BulgariaSat-1 in June 2017,The launch of BulgariaSat-1 by SpaceX,A rocket taking off in the ocean .
20220322_101059,5,596.jpg,"Trakiya motorway, one of the main national motorways",Trakia motorway,The A3071 near Tremayne farm
20220322_101059,5,597.jpg,Population graph,Population trend since 1960,A map of a road with a line running through it
20220322_101059,5,598.jpg,Sofia University building,The Rectorate of Sofia University,A view of the temple from the air .
20220322_101059,5,599.jpg,Bulgarian Kuker,Kuker in Lesichovo,"A woman with long hair , wearing a long coat , and a red coat , standing on a grass field ."
20220322_101059,5,600.jpg,"Christo's Mastaba installation in Hyde Park, London","Christo's Mastaba in Hyde Park, London",A small wooden sailing ship on the shore of a river .
20220322_101059,5,601.jpg,Grigor Dimitrov in 2017,Grigor Dimitrov at the 2015 Italian Open,A man in a white shirt plays the tennis racket out in front of her tennis racket
20220322_101059,5,740.jpg,Overhead diagram of movement of forces at Battle of Waterloo,"British (red) and French (blue) armies begin engagement of the decisive Battle of Waterloo, with Prussian forces (gray) arriving from the northeast","A map of the district , showing the location of the current fleet of the British Isles in the centre of the country , with states in the district ."
20220322_101059,5,760.jpg,Interior of huge aircraft factory where rows of bombers are being assembled,North American B-25 Mitchell production in Kansas City in 1942,"A long , narrow room with a counter and stools on its right . There are several people sitting on it ."
20220322_101059,5,761.jpg,"Black and white photo of an early bomber parked perpendicular to the camera, facing left, rearward of the wing is a star in front of horizontal stripes.",Late war development B-25J2 Mitchell strafer bomber,Photo of a modern fighter aircraft parked on tarmac
20220322_101059,5,762.jpg,B-25 Engine Assembly,The B-25 engine cowling assembly,Map of the world
20220322_101059,5,794.jpg,Line graph,"Rail usage in Great Britain, 18302019",A graph showing the decrease in refractive index with increasing wavelength for different locations
20220322_101059,5,795.jpg,Underground train in a station,The Waterloo & City line was part of Network SouthEast.,A white and red train is parked at a recessed side platformed station with canopies and signage visible .
20220322_101059,5,808.jpg,"scan of early 19th century page of text, giving ingredients as in the adjoining paragraph to this image","Mrs Rundell's recipe, 1806",A marble gravestone on the wall of a crypt
20220322_101059,5,810.jpg,BASE jump on Bridge Day,"A BASE jumper makes a legal jump on Bridge Day at the New River Gorge Bridge in Fayetteville, West Virginia.",A large crane on a bridge
20220322_101059,5,811.jpg,3-D image of human brain emphasizing emotional regulation circuits,Brain imaging studies have revealed differences in the volume of various brain regions between patients with bipolar disorder and healthy control subjects.,A diagram showing the front view of a brain with its head tilted to the left of the image .
20220322_101059,5,812.jpg,Kraepelin looking to the side,"Since Emil Kraepelin's distinction between bipolar disorder and schizophrenia in the 19th century, researchers have defined a spectrum of different types of bipolar disorder.",A black and white portrait of H. B. Higgins
20220322_101059,5,849.jpg,A British designed single engine ground attack aircraft equipped with cannon and rockets,"The Hawker Typhoon, especially when armed with eight RP-3 rockets, posed a threat to German armour and motor vehicles during the Battle of Normandy in 1944.",A Gloster Gladiator plane
20220322_101059,5,850.jpg,"A map of Poland showing the German invasion from east Germany, East Prussia and German-occupied Czechoslovakia in September 1939","In Poland, fast moving armies encircled Polish forces (blue circles) but not by independent armoured operations. Combined tank, artillery, infantry and air forces were used.",A map of Eastern Europe depicting the movement of military units and formations .
20220322_101059,5,851.jpg,Map depicting Allied breakthroughs of the German line. The German armour is held back and committed to seal the breakthrough,"After 194142, armoured formations were increasingly used as a mobile reserve against Allied breakthroughs. The blue arrows depict armoured counter-attacks.",A map showing the major movements of both sides during the battle
20220322_101059,5,908.jpg,"Photograph of a bronze bust of a man. It rests on a stone plinth, on which the words ""Gaius Valerius Catullus 87 AC54 AC"" are written.","The Roman poet Catullus was virtually unknown during the medieval period, in contrast to his modern popularity.",A marble bust of a man wearing a military uniform
20220322_101059,5,909.jpg,Black-and-white image of Friedrich August Wolf in profile,"The eighteenth-century classicist Friedrich August Wolf was the author of Prolegomena to Homer, one of the first great works of classical philology.",A black and white drawing of the head and shoulders of a middle-aged man with a long beard
20220322_101059,5,910.jpg,Black and white photograph of the Lion Gate at Mycenae.,Schliemann and Drpfeld's excavation at Mycenae was one of the earliest excavations in the field of classical archaeology.,A photograph of a stone castle
20220322_101059,5,911.jpg,A bust of Socrates,So influential was Socrates to classical philosophy that earlier philosophers are today known as pre-Socratics.,A stone bust of Aristotle
20220322_101059,5,912.jpg,Photograph of a gold brooch,"The Praeneste fibula is believed to bear the oldest known Latin inscription. The inscription means ""Manius made me for Numerius"".","A computer generated with two lines of a fish with a long neck , long legs and a long tail"
20220322_101059,5,927.jpg,Expression for Church numerals in lambda calculus,"Computer science deals with the theoretical foundations of information, algorithms and the architectures of its computation as well as practical techniques for their application.",A theoretical ballot with the instructions `` Vote for any number of options . ''
20220322_101059,5,954.jpg,"Colin Powell and Cameroon president Paul Biya, smiling and talking",Cameroon President Paul Biya (right) with Colin Powell,A man in a suit sits on a chair .
20220322_101059,5,955.jpg,Map with water in the center,Croatian Ecological and Fisheries Protection Zone of the Adriatic Sea,A map of the western Mediterranean showing the territory controlled by Rome and Carthage .
20220322_101059,5,956.jpg,Coastline with rocky shore,Kornati national park,A small island on a dark blue ocean
20220322_101059,5,957.jpg,Picture of large mountain with about 30-degree sloped sides,Dinara seen from Knin,A mountain in the distance .
20220322_101059,5,958.jpg,Plain with a tree in the middle,A plain in Slavonia,A grass field with trees in the distance .
20220322_101059,5,959.jpg,River under bridge with city in background,"Sava, the longest river in Croatia",A bridge with a large arch crosses a river .
20220322_101059,5,960.jpg,Two greenish-blue lakes in a forest,"Plitvice Lakes National Park, a UNESCO World Heritage Site",A view of the lake surrounded by trees .
20220322_101059,5,961.jpg,Trees over water,"Kopaki Rit nature park, one of the largest wetlands in Europe",Map of the pond
20220322_101059,5,962.jpg,Vertically-cracked grey rock,Karst in National Park Sjeverni Velebit,"A group of soldiers wearing a white tarp , including rifles and slouch hats . In the background are a mountain range and rocks ."
20220322_101059,5,963.jpg,View from the air of a forest-covered mountain,Forest-covered Papuk,A mountain in the distance .
20220322_101059,5,964.jpg,Map with red spot in upper center reflecting Zagreb's population density of over 1200 people per square kilometre,2011 Croatian population density by county in persons per km2: <30 30-49 50-69 70-89 90-119 120-200 >1200,"A map of the Caribbean , showing the OBOR initiative"
20220322_101059,5,965.jpg,"Division of Croatia into 3 sections, one coastal, one upper left, and one with the rest",NUTS of Croatia: Northwest CroatiaCentral and Eastern (Pannonian) CroatiaAdriatic Croatia,A map of the countries in the late ninth century
20220322_101059,5,1079.jpg,This is a photomicrograph of the pits at the inner edge of a CD-ROM; 2-second exposure under visible fluorescent light.,"The pits in a CD are 500 nm wide, between 830 nm and 3,000 nm long and 150 nm deep.",A large field of cirrocumulus clouds in a blue sky
20220322_101059,5,1080.jpg,Caelum depicted in Urania's Mirror,Seen as Cela Sculptoris in the lower right of this 1825 star chart from Urania's Mirror,A drawing of a man sitting on a chair in a park .
20220322_101059,5,1081.jpg,"Image of the constellation Caelum, showing the pattern of its stars as seen in the night sky",The constellation Caelum as it can be seen by the naked eye.,A blue sky with a light blue sky in the background
20220322_101059,5,1082.jpg,"An image of the Seyfert galaxy HE0450-2958, showing the active nucleus","The Seyfert galaxy HE0450-2958, an unusual active galaxy in Caelum",A red heart in space
20220322_101059,5,1149.jpg,Cartoon drawing of hockey game and people falling through the ice,"""Ye Gude Olde Days"" from Hockey: Canada's Royal Winter Game, 1899",A black-and-white print of a group of men wearing military uniforms posing in front of a large building .
20220322_101059,5,1160.jpg,"Painting of seated women, with man standing","Women of the Harem by Jules Laurens, circa 1847",A painting of a group of people standing on the porch of a group of men .
20220322_101059,5,1161.jpg,Beetle found in Tharparkar District,Tenebrionid beetle in the Thar Desert,A photograph of a small beetle on a rock
20220322_101059,5,1162.jpg,"A short dry-stone wall retains boulders to form a cairn. The wall is missing at the front, right section, where the rubble has tumbled out, leaving a (previously covered) orthostat exposed. The wall forms a courtyard at the cromlech's entrance. Flat ground of short grass surrounds the cairn. The background is of shaded trees, mainly in leaf.",Parc Cwm long cairn forecourt  from the south east,A large oblong depression full of stones
20220322_101059,5,1164.jpg,"A cartoon shows a bearded man with a red bow tie holding numerous items. He holds the hat from Dr. Seuss's ""The Cat in the Hat"" and balances a fishbowl on his left index finger.",Example of a modern cartoon. The text was excerpted by cartoonist Greg Williams from the Wikipedia article on Dr. Seuss.,Map of the comic book cover
20220322_101059,5,1165.jpg,A cartoon showing a circle of men pointing their fingers at the man to their right with grimaces on their faces.,"Nast depicts the Tweed Ring: ""Who stole the people's money?"" / ""'Twas him.""",A group of men and women are gathered below the floor of a group of men
20220322_101059,5,1174.jpg,"A concert stage in front of a wall with 2 levels. Five men stand on a balcony, including Roger Waters, who is saluting with his arm and is lit by a spotlight. On the lower level is a drum kit and a man playing guitar.","Roger Waters (saluting on top) leading a live performance of Pink Floyd's The Wall, one of the best-known concept albums of all time.","A concert stage in front of a wall with 2 levels . Five men stand on a balcony , including Roger Waters , who is saluting the man ."
20220322_101059,5,1179.jpg,"The front page of the first Captain America comic depicts Captain America punching Adolf Hitler in the jaw. A Nazi soldier's bullet deflects from Captain America's shield, while Adolf Hitler falls onto a map of the United States of America and a document reading 'Sabotage plans for U.S.A.'",Captain America Comics #1 (March 1941). Cover art by Joe Simon (inks and pencils) and Jack Kirby (pencils).,A cartoon centipede reads books and types on a laptop .
20220322_101059,5,1201.jpg,"Upper case san-serif letters ""d"", ""i"", ""n"" with narrow black bars above and below",Logo of the German Institute for Standardization.,A blue diamond with the letters ITV in white text .
20220322_101059,5,1202.jpg,DIN headquarters is a modern 7-story office building with their logo on the front,Head office of the German Institute for Standardization in Berlin-Tiergarten.,"A large , white , multi-story building with a number of windows"
20220322_101059,5,1232.jpg,An eight-year-old boy,An eight-year-old boy with Down syndrome,A young man wearing a blue shirt
20220322_101059,5,1289.jpg,Wheeler's Delayed Choice Experiment,"A diagram of Wheeler's delayed choice experiment, showing the principle of determining the path of the photon after it passes through the slit","A diagram of a straight line , connected by a straight line , with a line running from the center to the left , with a straight line running from the center of the image ."
20220322_101059,5,1291.jpg,Bohmian trajectories,Trajectories of particles under De BroglieBohm theory in the double-slit experiment.,A diagram of the development of digital repository standards
20220322_101059,5,1343.jpg,Diagram showing the magnetic field lines of Earth's magnetosphere. The lines are swept back in the anti-solar direction under the influence of the solar wind.,Schematic of Earth's magnetosphere. The solar wind flows from left to right,A diagram showing the relationships between M-theory and the five string theories .
20220322_101059,5,1344.jpg,"Water typically evaporates over water surfaces like oceans and is transported to land via the atmosphere. Precipitation in the form of snow, rain and more then brings it back to the surface. A system of rivers brings the water back to oceans and seas.",Water is transported to various parts of the hydrosphere via the water cycle.,"A map of the Gulf of Mexico , with the islands labeled"
20220322_101059,5,1403.jpg,Schuman Declaration.ogg,Robert Schuman proposing the Coal and Steel Community on 9 May 1950,A black and white photograph of a man in a suit
20220322_101059,5,1404.jpg,European Union 20142020 Multiannual Financial Framework,European Union 20142020 Multiannual Financial Framework,A pie chart
20220322_101059,5,1405.jpg,photograph of a young man dressed in a military uniform,"Hemingway in uniform in Milan, 1918. He drove ambulances for two months until he was wounded.",A black and white photo of a man in military uniform
20220322_101059,5,1406.jpg,Passport photograph,"Hemingway's 1923 passport photo. At this time, he lived in Paris with his wife Hadley, and worked as a foreign correspondent for the Toronto Star Weekly.",A portrait of a man
20220322_101059,5,1407.jpg,photograph of a house,"The Hemingway House in Key West, Florida, where he lived between 1931 and 1939 and where he wrote To Have and Have Not",A view of a building with several windows and a large front porch .
20220322_101059,5,1408.jpg,"photograph of a man, a woman, and three boys","Ernest, Pauline, Bumby, Patrick, and Gregory Hemingway pose with marlins after a fishing trip to Bimini in 1935",A black-and-white photograph of a group of men wearing military uniforms in front of a large building with a flag pole .
20220322_101059,5,1409.jpg,photograph of three men,"Hemingway (center) with Dutch filmmaker Joris Ivens and German writer Ludwig Renn (serving as an International Brigades officer) in Spain during Spanish Civil War, 1937",A black and white photograph of two men wearing military uniforms and helmets standing in a field
20220322_101059,5,1410.jpg,photograph of two men,"Hemingway with Col. Charles ""Buck"" Lanham in Germany, 1944, during the fighting in Hrtgenwald, after which he became ill with pneumonia.",A black and white photograph of two men wearing military uniforms and carrying guns and bags wading through water
20220322_101059,5,1411.jpg,photograph of a man,"Hemingway in the cabin of his boat Pilar, off the coast of Cuba, c. 1950","A man in red and white robes , sitting in a chair , surrounded by books"
20220322_101059,5,1412.jpg,photograph of two men and woman,"Hemingway bird-hunting at Silver Creek, near Picabo, Idaho, January 1959; with him are Gary Cooper and Bobbie Peterson","Photo of Ernest Hemingway , Bobbi Powell , and Gary Cooper during a hunting trip"
20220322_101059,5,1429.jpg,"A wooden crate reading ""THE / ENCYCLOPAEDIA / BRITANNICA / STANDARD OF THE WORLD / FOURTEENTH EDITION / BLUE CLOTH / BOOKS KEEP DRY""",A wooden shipping crate for the 14th edition of the Britannica,A marble gravestone on the wall of a crypt
20220322_101059,5,1431.jpg,"A yellow sign with a pointed bottom. At the top is the number 5 in an oval with a blue background. Below it are the words ""family planning"", ""feminine hygiene"", ""feminine protection"" and ""sanitary protection""","Sign in a Rite Aid drugstore using common American euphemisms for (from top) contraceptives, douches, tampons, and menstrual pads, respectively",A sign with the words `` To the Honourable the New York ''
20220322_101059,5,1432.jpg,Multiple lightning strikes on a city at night,Lightning is one of the most dramatic effects of electricity.,Map of the Pacific Ocean .
20220322_101059,5,1433.jpg,A bust of a bearded man with dishevelled hair,"Thales, the earliest known researcher into electricity",A black and white photograph of a man wearing a crown
20220322_101059,5,1434.jpg,"A half-length portrait of a bald, somewhat portly man in a three-piece suit.","Benjamin Franklin conducted extensive research on electricity in the 18th century, as documented by Joseph Priestley (1767) History and Present Status of Electricity, with whom Franklin carried on extended correspondence.",A black and white photograph of a man in a military uniform
20220322_101059,5,1435.jpg,Half-length portrait oil painting of a man in a dark suit,Michael Faraday's discoveries formed the foundation of electric motor technology,"A man with receding , dark hair wearing a high-collared white shirt , black jacket , and black jacket"
20220322_101059,5,1436.jpg,A clear glass dome has an external electrode which connects through the glass to a pair of gold leaves. A charged rod touches the external electrode and makes the leaves repel.,Charge on a gold-leaf electroscope causes the leaves to visibly repel each other,"A diagram of a circle , with a small green spherical object and a small red surrounding it , with a green bar in the middle of the image"
20220322_101059,5,1437.jpg,Two metal wires form an inverted V shape. A blindingly bright orange-white electric arc flows between their tips.,An electric arc provides an energetic demonstration of electric current,A close-up view of the flame from the sky
20220322_101059,5,1438.jpg,Two AA batteries each have a plus sign marked at one end.,A pair of AA cells. The +sign indicates the polarity of the potential difference between the battery terminals.,A picture of a bottle of black-raspberry wine
20220322_101059,5,1439.jpg,"A wire carries a current towards the reader. Concentric circles representing the magnetic field circle anticlockwise around the wire, as viewed by the reader.",Magnetic field circles around a current,"A diagram of a red , yellow , green and red with a spinning wheel , as seen from the left to the point ."
20220322_101059,5,1440.jpg,A cut-away diagram of a small electric motor,The electric motor exploits an important effect of electromagnetism: a current through a magnetic field experiences a force at right angles to both the field and current,A diagram showing the components and process of the Ultrasonic Consolidation process .
20220322_101059,5,1441.jpg,A wind farm of about a dozen three-bladed white wind turbines.,Wind power is of increasing importance in many countries,A view of the Port of neighborhood
20220322_101059,5,1494.jpg,A mansion with four towers.,"Mentmore Towers, one of the settings used by the film","A large , brown stone building with a clock tower on its roof ."
20220322_101059,5,1501.jpg,"Pamela: Or, Virtue Rewarded. In a Series of Familiar Letters from a Beautiful Young Damsel, to her Parents.","Title page of the second edition of Samuel Richardson's epistolary novel Pamela; or, Virtue Rewarded (1740), a bestselling early epistolary novel which prompted artistic interest in the epistolary form.",A page from a Notions book .
20220322_101059,5,1502.jpg,"Love-Letters between a Nobleman and His Sister. London, Printed, and to be sold by Randal Taylor, near Stationers' Hall. MDCLXXXIV.","Title page of Aphra Behn's early epistolary novel, Love-Letters Between a Nobleman and His Sister (1684).",A black and white image of a film poster
20220322_101059,5,1526.jpg,A typical stormwater outfall.,"A typical stormwater outfall, subject to water quality law",A clear water with a white stripe running along the bottom of the image
20220322_101059,5,1527.jpg,A landfill.,"A municipal landfill, operated pursuant to waste management law",Photo of the Peterloo Massacre
20220322_101059,5,1528.jpg,Oil spill cleanup.,"Oil spill emergency response, governed by environmental cleanup law","A man in a white shirt and black pants stands on the ground with his back to the camera , and a man in a white suit standing on a grass field ."
