run_id,beam_size,img,label_true,context_true,label_generated
20220319_040903,5,144.jpg,James Stewart and Grace Kelly in Rear Window (1954),Still image from the film Read Window featuring Stewart and Kelly,"A Singing Lesson , 1900"
20220319_040903,5,145.jpg,Kim Novak by the Golden Gate Bridge in Vertigo (1958)[g],Still image from the film Vertigo,A view of the island of Bra
20220319_040903,5,146.jpg,Psycho mosaic in the Hitchcock Gallery at Leytonstone tube station,Mosaic image from the film Psycho at Leytonstone tube station,A propaganda poster depicting the Japanese attack on the British island
20220319_040903,5,149.jpg,"Hitchcock at work on Family Plot, San Francisco, summer 1975",Image of Hitchcock seated during the filming of Family Plot,A woman wearing a woman seated on a throne in 1915 .
20220319_040903,5,150.jpg,Hitchcock's cameo appearance in The Lady Vanishes (1938),Still from The Lady Vanishes depicting Hitchcock,"The band at the Montreux Pop Festival , May 1988 . L to R : Seymour , Finn , Hester"
20220319_040903,5,151.jpg,Hitchcock at Mount Rushmore filming North by Northwest (1959),Image of Hitchcock pictured under Mount Rushmore during the filming of North by Northwest,A group of captured Yugoslav generals in Zagreb
20220319_040903,5,185.jpg,"Emilio Segr, one of the discoverers of the main-group element astatine",A greyscale photo of the upper body of a man,The episode was written by series creator Chris Carter .
20220319_040903,5,186.jpg,"Neptunium series, showing the decay products, including astatine-217, formed from neptunium-237","a sequence of differently colored balls, each containing a two-letter symbol and some numbers","The 4n decay chain of 232Th , commonly called the `` thorium series ''"
20220319_040903,5,193.jpg,"Ada Byron, aged four","Ada Byron, portrait at age four",A young man
20220319_040903,5,194.jpg,"Ada Byron, aged seven, by Alfred d'Orsay, 1822, Somerville College, Oxford.","Ada Byron, portrait at age 7",A young girl shares a pleasant emotional experience with her .
20220319_040903,5,195.jpg,"Ada Byron, aged seventeen, 1832","Ada Byron, portrait drawn at age 17",The young Mily Balakirev
20220319_040903,5,196.jpg,"Watercolour portrait of Ada King, Countess of Lovelace, circa 1840, possibly by Alfred Edward Chalon","Ada King, Countess of Lovelace. Watercolour portrait circa 1840",A young boy with a girl
20220319_040903,5,197.jpg,"Painting of Lovelace seated at a piano, by Henry Phillips (1852). Although in great pain at the time, she agreed to sit for the painting as her father, Lord Byron, had been painted by Phillips' father, Thomas Phillips.","Ada Lovelace, painted portrait circa 1852",A portrait of Cantemir 's daughter Princess Ekaterina Dmitrievna Golitsyna by Louis-Michel van Loo ( 1759 )
20220319_040903,5,198.jpg,Portrait of Ada by British painter Margaret Sarah Carpenter (1836),"Ada Lovelace, painted portrait circa 1836","A portrait of Alice , by Sir Peter Lely"
20220319_040903,5,199.jpg,"Lovelace's diagram from ""note G"", the first published computer algorithm",Diagram for the computation by the Engine of the Numbers of Bernoulli,"A page from the Alte Mozart-Ausgabe , showing a portion of the Clarinet Quintet , K. 581 ."
20220319_040903,5,200.jpg,"An illustration inspired by the A. E. Chalon portrait created for the Ada Initiative, which supported open technology and women",Illustration of Ada Lovelace's portrait in a gold frame,The Victoria Cross
20220319_040903,5,201.jpg,"Blue plaque to Ada Lovelace in St. James's Square, London","Plaque to Ada Lovelace that reads ""English Heritage, Ada Countess of Lovelace, 18151852, Pioneer of Computing lived here""",The cover of Gibson 's name
20220319_040903,5,245.jpg,A sign language interpreter at a presentation,"signing man sitting in the foreground, with a speaker standing at a podium in the background",The game was written by series creator Matt Groening
20220319_040903,5,247.jpg,"The ASL phrase ""American Sign Language"", written in Stokoe notation",text written in Stokoe notation,"The five-syllable ( Panch Akshara ) form , omitting the Om"
20220319_040903,5,248.jpg,"The ASL phrase ""American Sign Language"", written in Sutton SignWriting",text written in Sutton SignWriting,An example of an autosomal dominant inheritance
20220319_040903,5,249.jpg,Phonemic handshape /2/[+ closed thumb]:12,ASL sign for the number 2,The bent-v handshape used in the sign STOP TRIPPING
20220319_040903,5,250.jpg,Two men and a woman signing,two men and a woman signing,The film was adapted from the novel of the same name by Ryu Murakami .
20220319_040903,5,251.jpg,The American manual alphabet and numbers.,"chart of letters in the American manual alphabet, with Latin script equivalents",An example of a selection of the hive for Christmas
20220319_040903,5,380.jpg, Arabic numerals set in Source Sans,Arabic numerals set in Source Sans,An M/M/1 queueing node
20220319_040903,5,381.jpg,"Map of the Juan Fernndez Islands, where Selkirk lived as a castaway",Shaded relief map of the Juan Fernndez Islands with blue ocean he died on the island background,The Battle of the Bagradas River
20220319_040903,5,382.jpg,Selkirk reading his Bible in one of two huts he built on a mountainside,Engraving of Selkirk sitting in the doorway of a hut reading a Bible,An early twentieth-century depiction of Amlab 's actions during the battle
20220319_040903,5,383.jpg,"The rescued Selkirk, seated at right, being taken aboard Duke.","Selkirk, seated in a ship's boat, being taken aboard Duke.",An early twentieth-century depiction of Amlab
20220319_040903,5,384.jpg,An illustration of Crusoe in goatskin clothing shows the influence of Selkirk,"Engraving of Robinson Crusoe standing on the shore of an island, dressed in hair-covered goatskin clothing",Map of the Battle of Crcy
20220319_040903,5,385.jpg,"Plaque for Selkirk in Lower Largo, Scotland, which reads: ""In memory of Alexander Selkirk, mariner, the original of Robinson Crusoe who lived on the island of Juan Fernndez in complete solitude for four years and four months. He died 1723 [sic], lieutenant of HMS Weymouth, aged 47 years [sic]. This statue is erected by David Gillies, net manufacturer, on the site of the cottage in which Selkirk was born.""",Bronze plaque in memory of Selkirk affixed to a building,The inscription on the top of the monument to the left
20220319_040903,5,386.jpg,Interactive animation of the structure of ATP,A chemical formula,The crystal structure of the compound [ H ( Et2O ) 2 ] [ B ( C6F5 ) 4 ]
20220319_040903,5,397.jpg,Gabriel Franchre's 1813 sketch of Fort Astoria.,1813 sketch of Fort Astoria,An early twentieth-century depiction of Amlab 's actions during the battle of Napoleon .
20220319_040903,5,398.jpg, An Astoria Salmon cannery.,An Astoria Salmon cannery.,A drawing of the New York Custom House
20220319_040903,5,399.jpg,The Port of Astoria (2009).,Port of Astoria,Map of the New York Aquarium
20220319_040903,5,400.jpg,The AstoriaMegler Bridge.,AstoriaMegler Bridge,A view of the Port of Rijeka
20220319_040903,5,401.jpg,The Astoria Column.,Astoria Column,A memorial to Nez Perce Chief
20220319_040903,5,402.jpg,An aerial view of the city,Astoria aerial from Youngs Bay,A view of Lake Pend Oreille from US10A ( Now Idaho )
20220319_040903,5,403.jpg,"The old Clatsop County Jail, used in the first scene of the film The Goonies. The site is now home to the Oregon Film Museum.",old Clatsop County Jail,The main building of the Maurer School of Law
20220319_040903,5,500.jpg,"1484 copy of first page of Ptolemy's Tetrabiblos, translated into Latin by Plato of Tivoli","Ptolemy's Tetrabiblos, the Hellenistic text that founded Western astrology",An issue of 1727
20220319_040903,5,501.jpg,"Latin translation of Ab Mashar's De Magnis Coniunctionibus ('Of the great conjunctions'), Venice, 1515",Image of a Latin astrological text,A copy of the original edition of The Experienced English Housekeeper
20220319_040903,5,550.jpg,An AGM-65 test-fired against an M48 tank (1978),AGM-65 M-48 pre impact.jpg,"An Australian Chinook helicopter of No . 1 Squadron at RAF Waddington , 1942 ."
20220319_040903,5,582.jpg,Odrysian golden wreath in the National History Museum,Thracian golden wreath exhibited in the National Historical Museum,The Victoria Cross
20220319_040903,5,583.jpg,Krum feasts with nobles of his court following the victory over Nicephorus I,Krum feasts with nobles,"The Holy Roman Emperor , as depicted in the Illuminated Chronicle"
20220319_040903,5,584.jpg,"The walls of Tsarevets fortress in Veliko Tarnovo, the capital of the second empire",A view of the walls of Tsarevets fortress in Tarnovo,A view of the fortress of Saone
20220319_040903,5,585.jpg,The Russo-Bulgarian defence of Shipka Pass in 1877,"The Defence of the Eagle's Nest, painting by Alexey Popov from 1893, depicting the Defence of Shipka Pass","The Battle of Pea Ridge , Ark. , by Kurz and Allison ."
20220319_040903,5,586.jpg,Borders of Bulgaria according to the preliminary Treaty of San Stefano,Map of Bulgaria according to the Treaty of San Stefano,The Kingdom of Hungary in the second half of the 13thcentury
20220319_040903,5,587.jpg,Tsar Boris III,A portrait of Tsar Boris III,A portrait of Kang Youwei from 1906 or earlier
20220319_040903,5,588.jpg,Topography of Bulgaria,Topographic map of Bulgaria,A map of Bulgaria highlighting the main mountain ranges
20220319_040903,5,589.jpg,"Lacerta viridis in Ropotamo, one of Bulgaria's 16 biosphere reserves","A Lacerta viridis, or European green lizard, on a tree stump in the Ropotamo reserve",A male feeding on a nest in a field
20220319_040903,5,590.jpg,"Independence Square in Sofia: The headquarters of the Presidency (right), the National Assembly (centre) and the Council of Ministers (left).",The National Assembly building in Sofia,A view of the Eiffel bridge from the north .
20220319_040903,5,591.jpg,Rumen RadevPresident,Portrait of president Rumen Radev,A Scorsese won the award in 2002 .
20220319_040903,5,592.jpg,Mikoyan MiG-29 jet fighters of the Bulgarian Air Force,Bulgarian MiG-29 fighters in flight,The Bundeswehr was the first NATO to win the award .
20220319_040903,5,594.jpg,Tree-map of Bulgarian exports in 2016,Economic complexity chart showing the various kinds of Bulgarian exports,"A proportional representation of the Philippines ' exports , 2017 ."
20220319_040903,5,595.jpg,The launch of BulgariaSat-1 by SpaceX,A SpaceX Falcon 9 rocket launching BulgariaSat-1 in June 2017,"The launch of GOES-R aboard an Atlas of the International Space Telescope , which conceived the Ariane rocket launch from the United States ."
20220319_040903,5,596.jpg,Trakia motorway,"Trakiya motorway, one of the main national motorways",The A3071 near Tremayne farm
20220319_040903,5,597.jpg,Population trend since 1960,Population graph,Map of the distribution of Pyrgulopsis neomexicana .
20220319_040903,5,598.jpg,The Rectorate of Sofia University,Sofia University building,A view of the Pittsburgh city from Grandview Avenue
20220319_040903,5,599.jpg,Kuker in Lesichovo,Bulgarian Kuker,The departure from the United States en route to Africa
20220319_040903,5,600.jpg,"Christo's Mastaba in Hyde Park, London","Christo's Mastaba installation in Hyde Park, London",A view of the Chaliyar river from the famed Feroke Old Bridge
20220319_040903,5,601.jpg,Grigor Dimitrov at the 2015 Italian Open,Grigor Dimitrov in 2017,"The song features a verse from Lil Wayne , pictured in December 2015 ."
20220319_040903,5,740.jpg,"British (red) and French (blue) armies begin engagement of the decisive Battle of Waterloo, with Prussian forces (gray) arriving from the northeast",Overhead diagram of movement of forces at Battle of Waterloo,Map of the district
20220319_040903,5,760.jpg,North American B-25 Mitchell production in Kansas City in 1942,Interior of huge aircraft factory where rows of bombers are being assembled,The interior of the Whoa Nellie Deli .
20220319_040903,5,761.jpg,Late war development B-25J2 Mitchell strafer bomber,"Black and white photo of an early bomber parked perpendicular to the camera, facing left, rearward of the wing is a star in front of horizontal stripes.",A Lockheed EC-121P Warning Star assigned to airborne early warning squadron VW-11 .
20220319_040903,5,762.jpg,The B-25 engine cowling assembly,B-25 Engine Assembly,A view of the main deck of the battleship
20220319_040903,5,794.jpg,"Rail usage in Great Britain, 18302019",Line graph,A map showing the movements of the Port of Tianjin
20220319_040903,5,795.jpg,The Waterloo & City line was part of Network SouthEast.,Underground train in a station,Map of the museum
20220319_040903,5,808.jpg,"Mrs Rundell's recipe, 1806","scan of early 19th century page of text, giving ingredients as in the adjoining paragraph to this image",The inscription on Shakespeare 's monument
20220319_040903,5,810.jpg,"A BASE jumper makes a legal jump on Bridge Day at the New River Gorge Bridge in Fayetteville, West Virginia.",BASE jump on Bridge Day,A view of the front of Ikenohara Steel from the Pentagon
20220319_040903,5,811.jpg,Brain imaging studies have revealed differences in the volume of various brain regions between patients with bipolar disorder and healthy control subjects.,3-D image of human brain emphasizing emotional regulation circuits,A map of brain showing hippocampus and amygdala .
20220319_040903,5,812.jpg,"Since Emil Kraepelin's distinction between bipolar disorder and schizophrenia in the 19th century, researchers have defined a spectrum of different types of bipolar disorder.",Kraepelin looking to the side,An engraving of Benedict Arnold
20220319_040903,5,849.jpg,"The Hawker Typhoon, especially when armed with eight RP-3 rockets, posed a threat to German armour and motor vehicles during the Battle of Normandy in 1944.",A British designed single engine ground attack aircraft equipped with cannon and rockets,A BAE Harrier GR7 of the SAOEU during 1996 .
20220319_040903,5,850.jpg,"In Poland, fast moving armies encircled Polish forces (blue circles) but not by independent armoured operations. Combined tank, artillery, infantry and air forces were used.","A map of Poland showing the German invasion from east Germany, East Prussia and German-occupied Czechoslovakia in September 1939","The Emirate of Granada , with relevant towns and cities"
20220319_040903,5,851.jpg,"After 194142, armoured formations were increasingly used as a mobile reserve against Allied breakthroughs. The blue arrows depict armoured counter-attacks.",Map depicting Allied breakthroughs of the German line. The German armour is held back and committed to seal the breakthrough,"The Battle of Isurava , 2631 August 1942"
20220319_040903,5,908.jpg,"The Roman poet Catullus was virtually unknown during the medieval period, in contrast to his modern popularity.","Photograph of a bronze bust of a man. It rests on a stone plinth, on which the words ""Gaius Valerius Catullus 87 AC54 AC"" are written.","A bust of Queen Elizabeth II in Westminster Abbey , London ."
20220319_040903,5,909.jpg,"The eighteenth-century classicist Friedrich August Wolf was the author of Prolegomena to Homer, one of the first great works of classical philology.",Black-and-white image of Friedrich August Wolf in profile,The album 's name was a popular theme for artists .
20220319_040903,5,910.jpg,Schliemann and Drpfeld's excavation at Mycenae was one of the earliest excavations in the field of classical archaeology.,Black and white photograph of the Lion Gate at Mycenae.,The ruins of Chteau Gaillard is within the castle 's castle .
20220319_040903,5,911.jpg,So influential was Socrates to classical philosophy that earlier philosophers are today known as pre-Socratics.,A bust of Socrates,"The Bodhisattva Maitreya , 2nd century , Mathura ."
20220319_040903,5,912.jpg,"The Praeneste fibula is believed to bear the oldest known Latin inscription. The inscription means ""Manius made me for Numerius"".",Photograph of a gold brooch,"An example of a kind , painted by type"
20220319_040903,5,927.jpg,"Computer science deals with the theoretical foundations of information, algorithms and the architectures of its computation as well as practical techniques for their application.",Expression for Church numerals in lambda calculus,A schematic of Surprisal Analysis '' .
20220319_040903,5,954.jpg,Cameroon President Paul Biya (right) with Colin Powell,"Colin Powell and Cameroon president Paul Biya, smiling and talking",The episode was written by series co-creators David Benioff and D. B. Weiss .
20220319_040903,5,955.jpg,Croatian Ecological and Fisheries Protection Zone of the Adriatic Sea,Map with water in the center,The location of Carthage
20220319_040903,5,956.jpg,Kornati national park,Coastline with rocky shore,A view of the island of Golem Grad in Lake Prespa
20220319_040903,5,957.jpg,Dinara seen from Knin,Picture of large mountain with about 30-degree sloped sides,A view from the top of Latrigg
20220319_040903,5,958.jpg,A plain in Slavonia,Plain with a tree in the middle,A view of the Dalby Airport Elementary School in 2009 .
20220319_040903,5,959.jpg,"Sava, the longest river in Croatia",River under bridge with city in background,The current Wandsworth Bridge
20220319_040903,5,960.jpg,"Plitvice Lakes National Park, a UNESCO World Heritage Site",Two greenish-blue lakes in a forest,The Port of Albany-Rensselaer adds $ 428 million to the Capital District 's $ 70.1 billion gross product .
20220319_040903,5,961.jpg,"Kopaki Rit nature park, one of the largest wetlands in Europe",Trees over water,A panorama of Deming Lake in May 2020
20220319_040903,5,962.jpg,Karst in National Park Sjeverni Velebit,Vertically-cracked grey rock,An example of the Mekong 's rapids .
20220319_040903,5,963.jpg,Forest-covered Papuk,View from the air of a forest-covered mountain,A view from the top of Latrigg
20220319_040903,5,964.jpg,2011 Croatian population density by county in persons per km2: <30 30-49 50-69 70-89 90-119 120-200 >1200,Map with red spot in upper center reflecting Zagreb's population density of over 1200 people per square kilometre,The regional distribution of Malagasy ethnic subgroups
20220319_040903,5,965.jpg,NUTS of Croatia: Northwest CroatiaCentral and Eastern (Pannonian) CroatiaAdriatic Croatia,"Division of Croatia into 3 sections, one coastal, one upper left, and one with the rest","The construction of New Zealand , highlighted in red"
20220319_040903,5,1079.jpg,"The pits in a CD are 500 nm wide, between 830 nm and 3,000 nm long and 150 nm deep.",This is a photomicrograph of the pits at the inner edge of a CD-ROM; 2-second exposure under visible fluorescent light.,An aerial view of the mouth of the bird 's small river .
20220319_040903,5,1080.jpg,Seen as Cela Sculptoris in the lower right of this 1825 star chart from Urania's Mirror,Caelum depicted in Urania's Mirror,A contemporary illustration of a killed by John Tenniel
20220319_040903,5,1081.jpg,The constellation Caelum as it can be seen by the naked eye.,"Image of the constellation Caelum, showing the pattern of its stars as seen in the night sky",The constellation Horologium as it can be seen by the naked eye
20220319_040903,5,1082.jpg,"The Seyfert galaxy HE0450-2958, an unusual active galaxy in Caelum","An image of the Seyfert galaxy HE0450-2958, showing the active nucleus","The planetary nebula NGC 2818 , imaged by the Hubble telescope"
20220319_040903,5,1149.jpg,"""Ye Gude Olde Days"" from Hockey: Canada's Royal Winter Game, 1899",Cartoon drawing of hockey game and people falling through the ice,Map of the Battle of Lincoln
20220319_040903,5,1160.jpg,"Women of the Harem by Jules Laurens, circa 1847","Painting of seated women, with man standing",A contemporary depiction of a young man with a hunting bird
20220319_040903,5,1161.jpg,Tenebrionid beetle in the Thar Desert,Beetle found in Tharparkar District,A statue of an Alpine Mastiff which was brought to Britain in 1815
20220319_040903,5,1162.jpg,Parc Cwm long cairn forecourt  from the south east,"A short dry-stone wall retains boulders to form a cairn. The wall is missing at the front, right section, where the rubble has tumbled out, leaving a (previously covered) orthostat exposed. The wall forms a courtyard at the cromlech's entrance. Flat ground of short grass surrounds the cairn. The background is of shaded trees, mainly in leaf.",Map of the monument
20220319_040903,5,1164.jpg,Example of a modern cartoon. The text was excerpted by cartoonist Greg Williams from the Wikipedia article on Dr. Seuss.,"A cartoon shows a bearded man with a red bow tie holding numerous items. He holds the hat from Dr. Seuss's ""The Cat in the Hat"" and balances a fishbowl on his left index finger.",A poster advertising an Anti-War Dance at the Dill Pickle Club during 1918 .
20220319_040903,5,1165.jpg,"Nast depicts the Tweed Ring: ""Who stole the people's money?"" / ""'Twas him.""",A cartoon showing a circle of men pointing their fingers at the man to their right with grimaces on their faces.,"In the royal box at London , 1824"
20220319_040903,5,1174.jpg,"Roger Waters (saluting on top) leading a live performance of Pink Floyd's The Wall, one of the best-known concept albums of all time.","A concert stage in front of a wall with 2 levels. Five men stand on a balcony, including Roger Waters, who is saluting with his arm and is lit by a spotlight. On the lower level is a drum kit and a man playing guitar.",The band performing at the 2017 Invictus Games in Toronto
20220319_040903,5,1179.jpg,Captain America Comics #1 (March 1941). Cover art by Joe Simon (inks and pencils) and Jack Kirby (pencils).,"The front page of the first Captain America comic depicts Captain America punching Adolf Hitler in the jaw. A Nazi soldier's bullet deflects from Captain America's shield, while Adolf Hitler falls onto a map of the United States of America and a document reading 'Sabotage plans for U.S.A.'",A mural by EsseGesse .
20220319_040903,5,1201.jpg,Logo of the German Institute for Standardization.,"Upper case san-serif letters ""d"", ""i"", ""n"" with narrow black bars above and below",The logo of the logo .
20220319_040903,5,1202.jpg,Head office of the German Institute for Standardization in Berlin-Tiergarten.,DIN headquarters is a modern 7-story office building with their logo on the front,A boulevard in Sa'adat Abad
20220319_040903,5,1232.jpg,An eight-year-old boy with Down syndrome,An eight-year-old boy,"The episode was written by Darin Morgan , making it his second writing credit for the series"
20220319_040903,5,1289.jpg,"A diagram of Wheeler's delayed choice experiment, showing the principle of determining the path of the photon after it passes through the slit",Wheeler's Delayed Choice Experiment,The association between imaginary powers of the number e and points on the unit circle centered at the origin in the complex plane given by Euler 's formula
20220319_040903,5,1291.jpg,Trajectories of particles under De BroglieBohm theory in the double-slit experiment.,Bohmian trajectories,An M/M/1 queueing node
20220319_040903,5,1343.jpg,Schematic of Earth's magnetosphere. The solar wind flows from left to right,Diagram showing the magnetic field lines of Earth's magnetosphere. The lines are swept back in the anti-solar direction under the influence of the solar wind.,"The cover of the first edition of The Hobbit , showing the location of the outer space ."
20220319_040903,5,1344.jpg,Water is transported to various parts of the hydrosphere via the water cycle.,"Water typically evaporates over water surfaces like oceans and is transported to land via the atmosphere. Precipitation in the form of snow, rain and more then brings it back to the surface. A system of rivers brings the water back to oceans and seas.",An illustration of how the ATAR works
20220319_040903,5,1403.jpg,Robert Schuman proposing the Coal and Steel Community on 9 May 1950,Schuman Declaration.ogg,A 1909 portrait of R. B. Weiss .
20220319_040903,5,1404.jpg,European Union 20142020 Multiannual Financial Framework,European Union 20142020 Multiannual Financial Framework,An example of a typical e-cigarette system .
20220319_040903,5,1405.jpg,"Hemingway in uniform in Milan, 1918. He drove ambulances for two months until he was wounded.",photograph of a young man dressed in a military uniform,A member of the Royal Australian Regiment in World War II
20220319_040903,5,1406.jpg,"Hemingway's 1923 passport photo. At this time, he lived in Paris with his wife Hadley, and worked as a foreign correspondent for the Toronto Star Weekly.",Passport photograph,"Map of the Soul : 7 is thematically based on the analytic psychological theories of Carl Jung ( pictured ) .persona , shadow and ego ."
20220319_040903,5,1407.jpg,"The Hemingway House in Key West, Florida, where he lived between 1931 and 1939 and where he wrote To Have and Have Not",photograph of a house,A view of the Rila Monastery
20220319_040903,5,1408.jpg,"Ernest, Pauline, Bumby, Patrick, and Gregory Hemingway pose with marlins after a fishing trip to Bimini in 1935","photograph of a man, a woman, and three boys","The memorial to the crew of the ship at the Battle of the Somme , August 1916 ."
20220319_040903,5,1409.jpg,"Hemingway (center) with Dutch filmmaker Joris Ivens and German writer Ludwig Renn (serving as an International Brigades officer) in Spain during Spanish Civil War, 1937",photograph of three men,An Australian soldier with a captured during the invasion of Poland
20220319_040903,5,1410.jpg,"Hemingway with Col. Charles ""Buck"" Lanham in Germany, 1944, during the fighting in Hrtgenwald, after which he became ill with pneumonia.",photograph of two men,"A group of FANY members with the ambulances in Calais , January 1917 ."
20220319_040903,5,1411.jpg,"Hemingway in the cabin of his boat Pilar, off the coast of Cuba, c. 1950",photograph of a man,The band at the 2009 MTV Video Music Awards .
20220319_040903,5,1412.jpg,"Hemingway bird-hunting at Silver Creek, near Picabo, Idaho, January 1959; with him are Gary Cooper and Bobbie Peterson",photograph of two men and woman,The Beatles in 1965
20220319_040903,5,1429.jpg,A wooden shipping crate for the 14th edition of the Britannica,"A wooden crate reading ""THE / ENCYCLOPAEDIA / BRITANNICA / STANDARD OF THE WORLD / FOURTEENTH EDITION / BLUE CLOTH / BOOKS KEEP DRY""",The cover of the first edition of The Experienced English Housekeeper
20220319_040903,5,1431.jpg,"Sign in a Rite Aid drugstore using common American euphemisms for (from top) contraceptives, douches, tampons, and menstrual pads, respectively","A yellow sign with a pointed bottom. At the top is the number 5 in an oval with a blue background. Below it are the words ""family planning"", ""feminine hygiene"", ""feminine protection"" and ""sanitary protection""",The title page of the first edition of Dubliners
20220319_040903,5,1432.jpg,Lightning is one of the most dramatic effects of electricity.,Multiple lightning strikes on a city at night,A solar fire in a cirrus cloud
20220319_040903,5,1433.jpg,"Thales, the earliest known researcher into electricity",A bust of a bearded man with dishevelled hair,The seal of Alexander II
20220319_040903,5,1434.jpg,"Benjamin Franklin conducted extensive research on electricity in the 18th century, as documented by Joseph Priestley (1767) History and Present Status of Electricity, with whom Franklin carried on extended correspondence.","A half-length portrait of a bald, somewhat portly man in a three-piece suit.","The Duke of Buckingham , founder of the Brill Tramway"
20220319_040903,5,1435.jpg,Michael Faraday's discoveries formed the foundation of electric motor technology,Half-length portrait oil painting of a man in a dark suit,"A portrait of Dred Scott , petitioner in Dred Scott v. Sandford"
20220319_040903,5,1436.jpg,Charge on a gold-leaf electroscope causes the leaves to visibly repel each other,A clear glass dome has an external electrode which connects through the glass to a pair of gold leaves. A charged rod touches the external electrode and makes the leaves repel.,A diagram of a light rail network
20220319_040903,5,1437.jpg,An electric arc provides an energetic demonstration of electric current,Two metal wires form an inverted V shape. A blindingly bright orange-white electric arc flows between their tips.,"The first edition of the band 's first level , which can be seen in a star on the surface of Earth ."
20220319_040903,5,1438.jpg,A pair of AA cells. The +sign indicates the polarity of the potential difference between the battery terminals.,Two AA batteries each have a plus sign marked at one end.,The banners with the ball
20220319_040903,5,1439.jpg,Magnetic field circles around a current,"A wire carries a current towards the reader. Concentric circles representing the magnetic field circle anticlockwise around the wire, as viewed by the reader.",An example of a typical 19th-century smoothbore muzzle-loading cannon
20220319_040903,5,1440.jpg,The electric motor exploits an important effect of electromagnetism: a current through a magnetic field experiences a force at right angles to both the field and current,A cut-away diagram of a small electric motor,A schematic of the Ultrasonic Consolidation ( UC ) or Ultrasonic Additive Manufacturing ( UAM ) process .
20220319_040903,5,1441.jpg,Wind power is of increasing importance in many countries,A wind farm of about a dozen three-bladed white wind turbines.,A view of the Madinah Road from 2007 .
20220319_040903,5,1494.jpg,"Mentmore Towers, one of the settings used by the film",A mansion with four towers.,A view of the Dansborg Fort
20220319_040903,5,1501.jpg,"Title page of the second edition of Samuel Richardson's epistolary novel Pamela; or, Virtue Rewarded (1740), a bestselling early epistolary novel which prompted artistic interest in the epistolary form.","Pamela: Or, Virtue Rewarded. In a Series of Familiar Letters from a Beautiful Young Damsel, to her Parents.","The first page of The Wealth of Nations , 1776 London edition"
20220319_040903,5,1502.jpg,"Title page of Aphra Behn's early epistolary novel, Love-Letters Between a Nobleman and His Sister (1684).","Love-Letters between a Nobleman and His Sister. London, Printed, and to be sold by Randal Taylor, near Stationers' Hall. MDCLXXXIV.","The title page of the first edition of The Fairchild Family , Part I"
20220319_040903,5,1526.jpg,"A typical stormwater outfall, subject to water quality law",A typical stormwater outfall.,The IBA is an important breeding site for Lesser Frigatebirds
20220319_040903,5,1527.jpg,"A municipal landfill, operated pursuant to waste management law",A landfill.,Map of the park
