run_id,beam_size,img,label_true,context_true,label_generated
20220407_030629,5,811.jpg,3-D image of human brain emphasizing emotional regulation circuits,Brain imaging studies have revealed differences in the volume of various brain regions between patients with bipolar disorder and healthy control subjects.,A color diagram of the brain affected by bipolar disorder .
20220407_030629,5,812.jpg,Kraepelin looking to the side,"Since Emil Kraepelin's distinction between bipolar disorder and schizophrenia in the 19th century, researchers have defined a spectrum of different types of bipolar disorder.",A bearded man in a dark three-piece suit
20220407_030629,5,849.jpg,A British designed single engine ground attack aircraft equipped with cannon and rockets,"The Hawker Typhoon, especially when armed with eight RP-3 rockets, posed a threat to German armour and motor vehicles during the Battle of Normandy in 1944.",A US Navy tail code
20220407_030629,5,850.jpg,"A map of Poland showing the German invasion from east Germany, East Prussia and German-occupied Czechoslovakia in September 1939","In Poland, fast moving armies encircled Polish forces (blue circles) but not by independent armoured operations. Combined tank, artillery, infantry and air forces were used.",A map of northern France showing the advance of the British army
20220407_030629,5,851.jpg,Map depicting Allied breakthroughs of the German line. The German armour is held back and committed to seal the breakthrough,"After 194142, armoured formations were increasingly used as a mobile reserve against Allied breakthroughs. The blue arrows depict armoured counter-attacks.",A map showing the positions of arms
20220407_030629,5,908.jpg,"Photograph of a bronze bust of a man. It rests on a stone plinth, on which the words ""Gaius Valerius Catullus 87 AC54 AC"" are written.","The Roman poet Catullus was virtually unknown during the medieval period, in contrast to his modern popularity.","A black marble bust of a man in a straw hat , surrounded by trees and green foliage"
20220407_030629,5,909.jpg,Black-and-white image of Friedrich August Wolf in profile,"The eighteenth-century classicist Friedrich August Wolf was the author of Prolegomena to Homer, one of the first great works of classical philology.",A black-and-white photograph of an elderly man with a large moustache
20220407_030629,5,910.jpg,Black and white photograph of the Lion Gate at Mycenae.,Schliemann and Drpfeld's excavation at Mycenae was one of the earliest excavations in the field of classical archaeology.,A black-and-white photograph of a man in military uniform standing on a stone wall
20220407_030629,5,911.jpg,A bust of Socrates,So influential was Socrates to classical philosophy that earlier philosophers are today known as pre-Socratics.,A bust of Socrates with a pug nose and long beard
20220407_030629,5,912.jpg,Photograph of a gold brooch,"The Praeneste fibula is believed to bear the oldest known Latin inscription. The inscription means ""Manius made me for Numerius"".",A metal bracelet with a metal ring on a ribbon .
20220407_030629,5,927.jpg,Expression for Church numerals in lambda calculus,"Computer science deals with the theoretical foundations of information, algorithms and the architectures of its computation as well as practical techniques for their application.",A newspaper ad for saloon
20220407_030629,5,954.jpg,"Colin Powell and Cameroon president Paul Biya, smiling and talking",Cameroon President Paul Biya (right) with Colin Powell,A man wearing a suit sits on a sofa .
20220407_030629,5,955.jpg,Map with water in the center,Croatian Ecological and Fisheries Protection Zone of the Adriatic Sea,A map of New Zealand as it was in the north of the country .
20220407_030629,5,956.jpg,Coastline with rocky shore,Kornati national park,A view of a blue sea just above the sea of a blue ocean .
20220407_030629,5,957.jpg,Picture of large mountain with about 30-degree sloped sides,Dinara seen from Knin,A mountain in the distance .
20220407_030629,5,958.jpg,Plain with a tree in the middle,A plain in Slavonia,A field of trees and fields .
20220407_030629,5,959.jpg,River under bridge with city in background,"Sava, the longest river in Croatia",An arch on a river
20220407_030629,5,960.jpg,Two greenish-blue lakes in a forest,"Plitvice Lakes National Park, a UNESCO World Heritage Site",An aerial view of a small island in a mountainous landscape .
20220407_030629,5,961.jpg,Trees over water,"Kopaki Rit nature park, one of the largest wetlands in Europe",A river in a forest
20220407_030629,5,962.jpg,Vertically-cracked grey rock,Karst in National Park Sjeverni Velebit,Map of rock covered in snow
20220407_030629,5,963.jpg,View from the air of a forest-covered mountain,Forest-covered Papuk,"A view from the top of a small valley , with a small stream in the foreground and a forested mountain in the foreground"
20220407_030629,5,964.jpg,Map with red spot in upper center reflecting Zagreb's population density of over 1200 people per square kilometre,2011 Croatian population density by county in persons per km2: <30 30-49 50-69 70-89 90-119 120-200 >1200,A map of the United States showing the various states
20220407_030629,5,965.jpg,"Division of Croatia into 3 sections, one coastal, one upper left, and one with the rest",NUTS of Croatia: Northwest CroatiaCentral and Eastern (Pannonian) CroatiaAdriatic Croatia,A map of New Zealand showing the allies of the country
20220407_030629,5,1079.jpg,This is a photomicrograph of the pits at the inner edge of a CD-ROM; 2-second exposure under visible fluorescent light.,"The pits in a CD are 500 nm wide, between 830 nm and 3,000 nm long and 150 nm deep.",An aerial view of a river .
20220407_030629,5,1080.jpg,Caelum depicted in Urania's Mirror,Seen as Cela Sculptoris in the lower right of this 1825 star chart from Urania's Mirror,"A black and white photograph of a man wearing a turban , with the right leg raised and a human on the right"
20220407_030629,5,1081.jpg,"Image of the constellation Caelum, showing the pattern of its stars as seen in the night sky",The constellation Caelum as it can be seen by the naked eye.,A view of the sky .
20220407_030629,5,1082.jpg,"An image of the Seyfert galaxy HE0450-2958, showing the active nucleus","The Seyfert galaxy HE0450-2958, an unusual active galaxy in Caelum",A dark sky with white stars on a dark background
20220407_030629,5,1149.jpg,Cartoon drawing of hockey game and people falling through the ice,"""Ye Gude Olde Days"" from Hockey: Canada's Royal Winter Game, 1899",A black and white illustration of a large ship
20220407_030629,5,1160.jpg,"Painting of seated women, with man standing","Women of the Harem by Jules Laurens, circa 1847",A painting of a young woman in a long dress surrounded by a group of people
20220407_030629,5,1161.jpg,Beetle found in Tharparkar District,Tenebrionid beetle in the Thar Desert,"A photograph of a large , hollow head with a long , slender head on the left ."
20220407_030629,5,1162.jpg,"A short dry-stone wall retains boulders to form a cairn. The wall is missing at the front, right section, where the rubble has tumbled out, leaving a (previously covered) orthostat exposed. The wall forms a courtyard at the cromlech's entrance. Flat ground of short grass surrounds the cairn. The background is of shaded trees, mainly in leaf.",Parc Cwm long cairn forecourt  from the south east,Map of rock
20220407_030629,5,1164.jpg,"A cartoon shows a bearded man with a red bow tie holding numerous items. He holds the hat from Dr. Seuss's ""The Cat in the Hat"" and balances a fishbowl on his left index finger.",Example of a modern cartoon. The text was excerpted by cartoonist Greg Williams from the Wikipedia article on Dr. Seuss.,A map of the Battle of Hungary
20220407_030629,5,1165.jpg,A cartoon showing a circle of men pointing their fingers at the man to their right with grimaces on their faces.,"Nast depicts the Tweed Ring: ""Who stole the people's money?"" / ""'Twas him.""","A black and white illustration of a group of men , each wearing a crown"
20220407_030629,5,1174.jpg,"A concert stage in front of a wall with 2 levels. Five men stand on a balcony, including Roger Waters, who is saluting with his arm and is lit by a spotlight. On the lower level is a drum kit and a man playing guitar.","Roger Waters (saluting on top) leading a live performance of Pink Floyd's The Wall, one of the best-known concept albums of all time.","A concert stage in front of a wall with 2 levels . Five men stand on a balcony , including Roger Waters , who is saluting with his arm . On the lower level is a drum kit and a man playing guitar ."
20220407_030629,5,1179.jpg,"The front page of the first Captain America comic depicts Captain America punching Adolf Hitler in the jaw. A Nazi soldier's bullet deflects from Captain America's shield, while Adolf Hitler falls onto a map of the United States of America and a document reading 'Sabotage plans for U.S.A.'",Captain America Comics #1 (March 1941). Cover art by Joe Simon (inks and pencils) and Jack Kirby (pencils).,A comic book cover of a man in a straw hat
20220407_030629,5,1201.jpg,"Upper case san-serif letters ""d"", ""i"", ""n"" with narrow black bars above and below",Logo of the German Institute for Standardization.,A wordmark `` Sega '' in a white background
20220407_030629,5,1202.jpg,DIN headquarters is a modern 7-story office building with their logo on the front,Head office of the German Institute for Standardization in Berlin-Tiergarten.,"A large building with two storeys , seen from a street"
20220407_030629,5,1232.jpg,An eight-year-old boy,An eight-year-old boy with Down syndrome,A young woman with blond hair wearing a T-shirt
20220407_030629,5,1289.jpg,Wheeler's Delayed Choice Experiment,"A diagram of Wheeler's delayed choice experiment, showing the principle of determining the path of the photon after it passes through the slit",A diagram of a circle showing the three different lines .
20220407_030629,5,1291.jpg,Bohmian trajectories,Trajectories of particles under De BroglieBohm theory in the double-slit experiment.,A line drawing of a hexagon with two attachments
20220407_030629,5,1343.jpg,Diagram showing the magnetic field lines of Earth's magnetosphere. The lines are swept back in the anti-solar direction under the influence of the solar wind.,Schematic of Earth's magnetosphere. The solar wind flows from left to right,A diagram showing the red and gold stars as a black and white blood
20220407_030629,5,1344.jpg,"Water typically evaporates over water surfaces like oceans and is transported to land via the atmosphere. Precipitation in the form of snow, rain and more then brings it back to the surface. A system of rivers brings the water back to oceans and seas.",Water is transported to various parts of the hydrosphere via the water cycle.,"Map of the Battle of Gibraltar , with the shore of the town"
20220407_030629,5,1403.jpg,Schuman Declaration.ogg,Robert Schuman proposing the Coal and Steel Community on 9 May 1950,A man in a suit and tie .
20220407_030629,5,1404.jpg,European Union 20142020 Multiannual Financial Framework,European Union 20142020 Multiannual Financial Framework,A diagram of the election of Wellness
20220407_030629,5,1405.jpg,photograph of a young man dressed in a military uniform,"Hemingway in uniform in Milan, 1918. He drove ambulances for two months until he was wounded.",A black and white photograph of a man in uniform
20220407_030629,5,1406.jpg,Passport photograph,"Hemingway's 1923 passport photo. At this time, he lived in Paris with his wife Hadley, and worked as a foreign correspondent for the Toronto Star Weekly.",A man wearing a suit and tie .
20220407_030629,5,1407.jpg,photograph of a house,"The Hemingway House in Key West, Florida, where he lived between 1931 and 1939 and where he wrote To Have and Have Not",Photo of the front of the building
20220407_030629,5,1408.jpg,"photograph of a man, a woman, and three boys","Ernest, Pauline, Bumby, Patrick, and Gregory Hemingway pose with marlins after a fishing trip to Bimini in 1935",A black-and-white photograph of a group of men standing in front of a large aircraft
20220407_030629,5,1409.jpg,photograph of three men,"Hemingway (center) with Dutch filmmaker Joris Ivens and German writer Ludwig Renn (serving as an International Brigades officer) in Spain during Spanish Civil War, 1937","A black and white photograph of two men in military uniforms , shaking hands"
20220407_030629,5,1410.jpg,photograph of two men,"Hemingway with Col. Charles ""Buck"" Lanham in Germany, 1944, during the fighting in Hrtgenwald, after which he became ill with pneumonia.",A black and white image of a man wearing military uniform
20220407_030629,5,1411.jpg,photograph of a man,"Hemingway in the cabin of his boat Pilar, off the coast of Cuba, c. 1950","A man in a red shirt , sitting at a piano"
20220407_030629,5,1412.jpg,photograph of two men and woman,"Hemingway bird-hunting at Silver Creek, near Picabo, Idaho, January 1959; with him are Gary Cooper and Bobbie Peterson","Photo of Ernest Hemingway , Bobbi Powell , and Gary Cooper during a hunting trip"
20220407_030629,5,1429.jpg,"A wooden crate reading ""THE / ENCYCLOPAEDIA / BRITANNICA / STANDARD OF THE WORLD / FOURTEENTH EDITION / BLUE CLOTH / BOOKS KEEP DRY""",A wooden shipping crate for the 14th edition of the Britannica,A box with a wooden seat and a wooden box
20220407_030629,5,1431.jpg,"A yellow sign with a pointed bottom. At the top is the number 5 in an oval with a blue background. Below it are the words ""family planning"", ""feminine hygiene"", ""feminine protection"" and ""sanitary protection""","Sign in a Rite Aid drugstore using common American euphemisms for (from top) contraceptives, douches, tampons, and menstrual pads, respectively",A diagram of the original Indian Company in the Middle Museum
20220407_030629,5,1432.jpg,Multiple lightning strikes on a city at night,Lightning is one of the most dramatic effects of electricity.,A view of the ocean .
20220407_030629,5,1433.jpg,A bust of a bearded man with dishevelled hair,"Thales, the earliest known researcher into electricity",A black and white photograph of a man
20220407_030629,5,1434.jpg,"A half-length portrait of a bald, somewhat portly man in a three-piece suit.","Benjamin Franklin conducted extensive research on electricity in the 18th century, as documented by Joseph Priestley (1767) History and Present Status of Electricity, with whom Franklin carried on extended correspondence.","A man with gray hair , wearing a dark military uniform ."
20220407_030629,5,1435.jpg,Half-length portrait oil painting of a man in a dark suit,Michael Faraday's discoveries formed the foundation of electric motor technology,"A man with short black hair , wearing a black jacket and white shirt"
20220407_030629,5,1436.jpg,A clear glass dome has an external electrode which connects through the glass to a pair of gold leaves. A charged rod touches the external electrode and makes the leaves repel.,Charge on a gold-leaf electroscope causes the leaves to visibly repel each other,A diagram of the gameplay
20220407_030629,5,1437.jpg,Two metal wires form an inverted V shape. A blindingly bright orange-white electric arc flows between their tips.,An electric arc provides an energetic demonstration of electric current,"A photograph of a small pale yellow , white smoke from a close up ."
20220407_030629,5,1438.jpg,Two AA batteries each have a plus sign marked at one end.,A pair of AA cells. The +sign indicates the polarity of the potential difference between the battery terminals.,Photo of a bottle of bottles
20220407_030629,5,1439.jpg,"A wire carries a current towards the reader. Concentric circles representing the magnetic field circle anticlockwise around the wire, as viewed by the reader.",Magnetic field circles around a current,A picture of a red line showing the number of three different colors each .
20220407_030629,5,1440.jpg,A cut-away diagram of a small electric motor,The electric motor exploits an important effect of electromagnetism: a current through a magnetic field experiences a force at right angles to both the field and current,A map of the city .
20220407_030629,5,1441.jpg,A wind farm of about a dozen three-bladed white wind turbines.,Wind power is of increasing importance in many countries,A view from the top of a field
20220407_030629,5,1494.jpg,A mansion with four towers.,"Mentmore Towers, one of the settings used by the film","A large , ornate brick building with a tall tower on the left of the tower"
20220407_030629,5,1501.jpg,"Pamela: Or, Virtue Rewarded. In a Series of Familiar Letters from a Beautiful Young Damsel, to her Parents.","Title page of the second edition of Samuel Richardson's epistolary novel Pamela; or, Virtue Rewarded (1740), a bestselling early epistolary novel which prompted artistic interest in the epistolary form.",A document announcing the location of the Bible
20220407_030629,5,1502.jpg,"Love-Letters between a Nobleman and His Sister. London, Printed, and to be sold by Randal Taylor, near Stationers' Hall. MDCLXXXIV.","Title page of Aphra Behn's early epistolary novel, Love-Letters Between a Nobleman and His Sister (1684).",A book cover
20220407_030629,5,1526.jpg,A typical stormwater outfall.,"A typical stormwater outfall, subject to water quality law",A small white water swims around the water .
20220407_030629,5,1527.jpg,A landfill.,"A municipal landfill, operated pursuant to waste management law","A large , full of water surrounded by trees"
20220407_030629,5,1528.jpg,Oil spill cleanup.,"Oil spill emergency response, governed by environmental cleanup law",A man in a white shirt and dark blue trousers facing the camera with a large white bird in the background .
20220407_030629,5,1529.jpg,A timber operation.,"A timber operation, regulated by forestry law",A man in a hard hat standing in a bed of trees
20220407_030629,5,1578.jpg,Sorting emotions into unpleasant-pleasant and activated-calm.,Two dimensions of emotions. Made accessible for practical use.,Map of the site with the site of the prisoner in the 2010
20220407_030629,5,1584.jpg,Oil portrait of Joseph Story,Joseph Story wrote the opinion in Folsom v. Marsh.,"A man with receding hair and a moustache , wearing a dark suit and tie"
